"asset_id","parent_asset_id","asset_name","asset_class","asset_type","workstream","solution_block","product_family","product_models","production_stage","buyer_personas","buyer_problem","funnel_stage","channel","content_format","objective","key_message_or_function","primary_cta","route_or_destination","cadence","quantity","scope_treatment","mvp_required","priority","content_status","design_status","build_status","technical_validation_status","approval_status","owner","dependencies","source_refs","tags","notes"
"FA-0095","FA-0085","Spark tester output and fault-intelligence support notes","proof-asset","integration-note","technical-library","inline-spark-testing-insulation-fault-detection","inline-spark-testing-insulation-fault-detection","Spark Tester IoT Stage 1 Fault Interface;Spark Tester IoT Stage 2 Data Logging & Graphics;Spark Tester IoT Stage 3 Inline Marking System","spark-fault-inspection;inline-marking;data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","fault-traceability","consideration;technical-evaluation;commercial-discussion","technical-library","integration-note","Explain support-only logging, graphics, interface, and marking context.","Explain support-only logging, graphics, interface, and marking context.","submit-technical-requirement","adaptive-requirement-form","one-time","1","covered-support","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0076","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-integration-note;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-fault-traceability;product-family-inline-spark-testing-insulation-fault-detection;product-model-spark-tester-iot-stage-1-fault-interface;product-model-spark-tester-iot-stage-2-data-logging-and-graphics;product-model-spark-tester-iot-stage-3-inline-marking-system;readiness-specified;recurrence-one-time;scope-covered-support;solution-inline-spark-testing-insulation-fault-detection;stage-data-reporting-layer;stage-inline-marking;stage-spark-fault-inspection;validation-technical-required;workstream-technical-library","Contextual support asset only; not a standalone support-item page, campaign, form, or automation."
"FA-0096","FA-0085","Spark sensitivity calibration support note","proof-asset","service-proof","technical-library","inline-spark-testing-insulation-fault-detection","inline-spark-testing-insulation-fault-detection","Spark Tester Sensitivity Calibrator","calibration-support","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","calibration-support","consideration;technical-evaluation;commercial-discussion","technical-library","service-proof","Explain calibrator relevance as support context only.","Explain calibrator relevance as support context only.","raise-service-support-requirement","form-path-service-support","one-time","1","covered-support","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0076","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-service-proof;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-calibration-support;product-family-inline-spark-testing-insulation-fault-detection;product-model-spark-tester-sensitivity-calibrator;readiness-specified;recurrence-one-time;scope-covered-support;solution-inline-spark-testing-insulation-fault-detection;stage-calibration-support;validation-technical-required;workstream-technical-library","Contextual support asset only; not a standalone support-item page, campaign, form, or automation."
"FA-0097","FA-0085","Spark Testing FAQ group","proof-asset","faq-group","technical-library","inline-spark-testing-insulation-fault-detection","inline-spark-testing-insulation-fault-detection","Live Spark Tester;DC Spark Tester;Acute Spark Tester","spark-fault-inspection;calibration-support","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","insulation-faults;model-selection;service-support","consideration;technical-evaluation;commercial-discussion","technical-library","faq-group","Answer voltage, marking, logging, calibration, and service-routing questions.","Answer voltage, marking, logging, calibration, and service-routing questions.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0076","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-faq-group;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-insulation-faults;problem-model-selection;problem-service-support;product-family-inline-spark-testing-insulation-fault-detection;product-model-acute-spark-tester;product-model-dc-spark-tester;product-model-live-spark-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-inline-spark-testing-insulation-fault-detection;stage-calibration-support;stage-spark-fault-inspection;validation-technical-required;workstream-technical-library","No additional note."
"FA-0098","FA-0085","AC versus DC HV comparison table","proof-asset","comparison-table","technical-library","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester","offline-hv-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","model-selection","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Distinguish AC and DC finished-cable validation contexts.","Distinguish AC and DC finished-cable validation contexts.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0077","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-model-selection;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-offline-hv-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0099","FA-0085","Finished-cable HV validation application explainer","proof-asset","application-explainer","technical-library","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester","offline-hv-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","hv-validation","consideration;technical-evaluation;commercial-discussion","technical-library","application-explainer","Explain controlled offline cable validation context.","Explain controlled offline cable validation context.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0077","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-application-explainer;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-hv-validation;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-offline-hv-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0100","FA-0085","HV testing standards-context note","proof-asset","standards-note","technical-library","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester","offline-hv-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","testing-context","consideration;technical-evaluation;commercial-discussion","technical-library","standards-note","Provide validated context for standards, safety, and test methods.","Provide validated context for standards, safety, and test methods.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0077","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-standards-note;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-testing-context;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-offline-hv-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0101","FA-0085","HV requirement checklist","proof-asset","checklist","technical-library","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester","offline-hv-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","requirement-completeness","consideration;technical-evaluation;commercial-discussion","technical-library","checklist","Capture voltage, sample type, method, throughput, safety, and reporting needs.","Capture voltage, sample type, method, throughput, safety, and reporting needs.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0077","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-checklist;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-requirement-completeness;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-offline-hv-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0102","FA-0085","Cable Testing & Validation FAQ group","proof-asset","faq-group","technical-library","cable-testing-validation","cable-testing-validation","AC HV Tester;DC HV Tester","offline-hv-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","hv-validation;service-support","consideration;technical-evaluation;commercial-discussion","technical-library","faq-group","Answer AC/DC selection, safety, documentation, and service-routing questions.","Answer AC/DC selection, safety, documentation, and service-routing questions.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0077","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-faq-group;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-hv-validation;problem-service-support;product-family-cable-testing-validation;product-model-ac-hv-tester;product-model-dc-hv-tester;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-offline-hv-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0103","FA-0085","Fire Resistance system overview datasheet","proof-asset","datasheet-set","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","fire-resistance-validation","consideration;technical-evaluation;commercial-discussion","technical-library","datasheet-set","Provide a validated system overview without unsupported standards claims.","Provide a validated system overview without unsupported standards claims.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-datasheet-set;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-fire-resistance-validation;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0104","FA-0085","Fire-resistance testing application explainer","proof-asset","application-explainer","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","fire-resistance-validation","consideration;technical-evaluation;commercial-discussion","technical-library","application-explainer","Explain testing requirement and validation context.","Explain testing requirement and validation context.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-application-explainer;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-fire-resistance-validation;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0105","FA-0085","Fire-resistance production and testing-stage diagram","proof-asset","production-stage-diagram","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","test-setup","consideration;technical-evaluation;commercial-discussion","technical-library","production-stage-diagram","Show testing-stage placement and system setup context.","Show testing-stage placement and system setup context.","request-datasheet-or-proof-pack","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-production-stage-diagram;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-test-setup;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0106","FA-0085","Fire-resistance standards-context note","proof-asset","standards-note","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","testing-context","consideration;technical-evaluation;commercial-discussion","technical-library","standards-note","Document only Puretronics-validated standards and compliance context.","Document only Puretronics-validated standards and compliance context.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-standards-note;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-testing-context;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0107","FA-0085","Fire-resistance sample report headings and output example","proof-asset","report-template","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing;data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","reporting-requirement","consideration;technical-evaluation;commercial-discussion","technical-library","report-template","Provide a non-claim sample structure for QA evaluation.","Provide a non-claim sample structure for QA evaluation.","request-datasheet-or-proof-pack","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-report-template;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-reporting-requirement;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-data-reporting-layer;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0108","FA-0085","Fire Resistance FAQ group","proof-asset","faq-group","technical-library","cable-testing-validation","cable-testing-validation","Fire Resistance Cable Testing System","fire-compliance-testing","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","fire-resistance-validation;service-support","consideration;technical-evaluation;commercial-discussion","technical-library","faq-group","Answer setup, validation, required inputs, and support-boundary questions.","Answer setup, validation, required inputs, and support-boundary questions.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0078","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-faq-group;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-fire-resistance-validation;problem-service-support;product-family-cable-testing-validation;product-model-fire-resistance-cable-testing-system;readiness-specified;recurrence-one-time;scope-signed-primary;solution-cable-testing-validation;stage-fire-compliance-testing;validation-technical-required;workstream-technical-library","No additional note."
"FA-0109","FA-0085","Tension-control architecture diagram","proof-asset","production-stage-diagram","technical-library","tension-braking-line-control","tension-braking-line-control","Wire Tension Indicator WTI-100-40;AX-500 Pneumatic Brake;Loadcell AR-85 Series;Loadcell AR-ST Series;Wire Tension Indicator WTI-90-40;Loadcell AR-118 Series;LTC-PRO Web Tension Controller;Loadcell LC-AR-HD Series;Loadcell LC-AR-60 Series;Loadcell AR-125 Series;AX-400 Pneumatic Brake;AX-250 Pneumatic Brake","pay-off-unwind;tension-braking-control;rewinding-coiling","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","tension-instability;braking-control","consideration;technical-evaluation;commercial-discussion","technical-library","production-stage-diagram","Show WTI, loadcells, LTC-PRO, and pneumatic brakes together.","Show WTI, loadcells, LTC-PRO, and pneumatic brakes together.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-production-stage-diagram;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-braking-control;problem-tension-instability;product-family-tension-braking-line-control;product-model-ax-250-pneumatic-brake;product-model-ax-400-pneumatic-brake;product-model-ax-500-pneumatic-brake;product-model-loadcell-ar-118-series;product-model-loadcell-ar-125-series;product-model-loadcell-ar-85-series;product-model-loadcell-ar-st-series;product-model-loadcell-lc-ar-60-series;product-model-loadcell-lc-ar-hd-series;product-model-ltc-pro-web-tension-controller;product-model-wire-tension-indicator-wti-100-40;product-model-wire-tension-indicator-wti-90-40;readiness-specified;recurrence-one-time;scope-signed-primary;solution-tension-braking-line-control;stage-pay-off-unwind;stage-rewinding-coiling;stage-tension-braking-control;validation-technical-required;workstream-technical-library","No additional note."
"FA-0110","FA-0085","Pneumatic brake torque, pressure, and RPM table","proof-asset","comparison-table","technical-library","tension-braking-line-control","tension-braking-line-control","AX-500 Pneumatic Brake;AX-400 Pneumatic Brake;AX-250 Pneumatic Brake","pay-off-unwind;rewinding-coiling","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","braking-control","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Support AX model technical selection after validation.","Support AX model technical selection after validation.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-braking-control;product-family-tension-braking-line-control;product-model-ax-250-pneumatic-brake;product-model-ax-400-pneumatic-brake;product-model-ax-500-pneumatic-brake;readiness-specified;recurrence-one-time;scope-signed-primary;solution-tension-braking-line-control;stage-pay-off-unwind;stage-rewinding-coiling;validation-technical-required;workstream-technical-library","No additional note."
"FA-0111","FA-0085","Loadcell model and accessory integration notes","proof-asset","integration-note","technical-library","tension-braking-line-control","tension-braking-line-control","Loadcell Accessories / Integration Items","tension-braking-control;data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","integration-requirement","consideration;technical-evaluation;commercial-discussion","technical-library","integration-note","Explain amplifier, brackets, cable, and integration items as support context only.","Explain amplifier, brackets, cable, and integration items as support context only.","submit-technical-requirement","adaptive-requirement-form","one-time","1","covered-support","yes","high","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-integration-note;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-integration-requirement;product-family-tension-braking-line-control;product-model-loadcell-accessories-integration-items;readiness-specified;recurrence-one-time;scope-covered-support;solution-tension-braking-line-control;stage-data-reporting-layer;stage-tension-braking-control;validation-technical-required;workstream-technical-library","Contextual support asset only; not a standalone support-item page, campaign, form, or automation."
"FA-0112","FA-0085","Inline preheater variant comparison table","proof-asset","comparison-table","technical-library","process-equipment-line-auxiliaries","process-equipment-line-auxiliaries","Inline Induction Wire Preheater - 1000 m/min;Inline Induction Wire Preheater - 1500 m/min;Inline Induction Wire Preheater - 2000 m/min","pre-extrusion-preheating","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","conductor-preheating;model-selection","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Compare 1000, 1500, and 2000 m/min preheater variants.","Compare 1000, 1500, and 2000 m/min preheater variants.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-conductor-preheating;problem-model-selection;product-family-process-equipment-line-auxiliaries;product-model-inline-induction-wire-preheater-1000-m-min;product-model-inline-induction-wire-preheater-1500-m-min;product-model-inline-induction-wire-preheater-2000-m-min;readiness-specified;recurrence-one-time;scope-signed-primary;solution-process-equipment-line-auxiliaries;stage-pre-extrusion-preheating;validation-technical-required;workstream-technical-library","No additional note."
"FA-0113","FA-0085","LSP-G1 and LSP-G2 comparison table","proof-asset","comparison-table","technical-library","process-equipment-line-auxiliaries","process-equipment-line-auxiliaries","LSP-G2 Static Powder Applicator;LSP-G1 Static Powder Applicator","powdering-talc-application","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","powder-adhesion;model-selection","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Compare the signed powder applicator variants.","Compare the signed powder applicator variants.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-model-selection;problem-powder-adhesion;product-family-process-equipment-line-auxiliaries;product-model-lsp-g1-static-powder-applicator;product-model-lsp-g2-static-powder-applicator;readiness-specified;recurrence-one-time;scope-signed-primary;solution-process-equipment-line-auxiliaries;stage-powdering-talc-application;validation-technical-required;workstream-technical-library","No additional note."
"FA-0114","FA-0085","Butt welding suitability table","proof-asset","comparison-table","technical-library","process-equipment-line-auxiliaries","process-equipment-line-auxiliaries","Butt Welding Machine","joining-butt-welding","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;sales-engineer","welding-splicing","consideration;technical-evaluation;commercial-discussion","technical-library","comparison-table","Summarize validated application suitability and inputs.","Summarize validated application suitability and inputs.","submit-technical-requirement","adaptive-requirement-form","one-time","1","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0085;FA-0079","funnel-build/page-specs/five-product-families.md# Required proof stack;funnel-build/technical-library/proof-stack.md# Product-Family Mapping","asset-class-proof-asset;channel-technical-library;format-comparison-table;funnel-commercial-discussion;funnel-consideration;funnel-technical-evaluation;persona-automation-engineer;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;persona-sales-engineer;problem-welding-splicing;product-family-process-equipment-line-auxiliaries;product-model-butt-welding-machine;readiness-specified;recurrence-one-time;scope-signed-primary;solution-process-equipment-line-auxiliaries;stage-joining-butt-welding;validation-technical-required;workstream-technical-library","No additional note."
